,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9000284,    0.56203E-10,    0.24768E-09,
   9000286,    0.39213E-09,    0.13368E-08,
   9000812,    0.19947E-09,    0.11966E-09,
   9000815,    0.86961E-09,    0.63349E-09,
   9000851,    0.17411E-09,    0.94353E-09,
   9000852,    0.58138E-10,    0.33177E-09,
   9000854,    0.67290E-10,    0.18300E-09,
   9000976,    0.25712E-10,    0.83419E-10,
   9001235,    0.79288E-11,    0.28889E-10,
   9500211,    0.81801E-11,    0.14871E-10,
   9500217,    0.13750E-10,    0.19897E-10,
   9500233,    0.70186E-10,    0.12290E-09,
   9500236,    0.85497E-11,    0.30101E-10,
   9500239,    0.42758E-09,    0.13467E-08,
   9500242,    0.21385E-09,    0.81274E-09,
   9500243,    0.59377E-09,    0.48990E-09,
   9500245,    0.48594E-10,    0.83540E-10,
   9500247,    0.20781E-09,    0.31682E-09,
   9500248,    0.66693E-10,    0.35090E-09,
   9500256,    0.19946E-10,    0.56966E-10,
   9500266,    0.10531E-08,    0.91440E-09,
   9500267,    0.10505E-11,    0.37767E-11,
   9500268,    0.80741E-10,    0.19091E-09,
   9500269,    0.13675E-10,    0.42484E-10,
   9500272,    0.82519E-11,    0.21587E-10,
   9500273,    0.13375E-10,    0.10386E-10,
   9500274,    0.50249E-11,    0.35060E-11,
   9500275,    0.28333E-12,    0.70906E-12,
   9500278,    0.16111E-09,    0.76416E-09,
   9500279,    0.18909E-10,    0.49013E-10,
   9500280,    0.28283E-10,    0.69187E-10,
   9500281,    0.18570E-09,    0.63105E-09,
   9500282,    0.69673E-10,    0.20396E-09,
   9500285,    0.44144E-10,    0.17691E-09,
   9500291,    0.55480E-10,    0.20455E-09,
   9500296,    0.20557E-10,    0.10791E-09,
   9500320,    0.33081E-10,    0.11986E-09,
   9500414,    0.10389E-10,    0.33123E-10,
   9500416,    0.26494E-08,    0.11997E-07,
   9500417,    0.11003E-09,    0.43836E-09,
   9500426,    0.45477E-11,    0.67487E-11,
   9500853,    0.84461E-11,    0.18198E-10,
   9502855,    0.28537E-09,    0.43622E-09,
   9502868,    0.22857E-10,    0.51378E-10,
   9502870,    0.30931E-10,    0.43480E-10,
   9502877,    0.40000E-10,    0.58795E-10,
   9502914,    0.69270E-10,    0.11659E-09,
   9502917,    0.48094E-10,    0.53619E-10,
   9502933,    0.44009E-10,    0.37719E-10,
   9502953,    0.56992E-10,    0.88173E-10,
   9502955,    0.10319E-10,    0.26974E-10,
   9502957,    0.12123E-09,    0.21086E-09,
   9502959,    0.31844E-10,    0.50807E-10,
   9502967,    0.25441E-10,    0.42654E-10,
   9502978,    0.50025E-10,    0.34198E-10,
   9503015,    0.33872E-10,    0.63782E-10,
   9503019,    0.24329E-10,    0.38210E-10,
   9503057,    0.35816E-10,    0.69576E-10,
   9503075,    0.16076E-09,    0.26429E-09,
   9503077,    0.15571E-10,    0.30673E-10,
   9503079,    0.47010E-10,    0.78896E-10,
   9503128,    0.26102E-09,    0.39391E-09,
   9503130,    0.51201E-10,    0.60778E-10,
   9503140,    0.56631E-10,    0.11266E-09,
   9503145,    0.16254E-10,    0.26770E-10,
   9503172,    0.11997E-10,    0.31600E-10,
   9503183,    0.24109E-09,    0.43535E-09,
   9503196,    0.17778E-10,    0.42867E-10,
   9503259,    0.16888E-10,    0.24457E-10,
   9503261,    0.66025E-10,    0.11448E-09,
   9503269,    0.33539E-10,    0.53346E-10,
   9503339,    0.15143E-09,    0.22167E-09,
   9503391,    0.38552E-09,    0.17484E-08,
   9503410,    0.19664E-09,    0.32527E-09,
   9503419,    0.11371E-08,    0.10970E-08,
   9503423,    0.26974E-09,    0.83972E-09,
   9503432,    0.28437E-09,    0.51175E-09,
   9503433,    0.13944E-08,    0.17390E-08,
   9503435,    0.32714E-09,    0.12460E-08,
   9503515,    0.72335E-09,    0.83180E-09,
   9503560,    0.39897E-10,    0.69370E-10,
   9503713,    0.36373E-09,    0.12604E-08,
   9503733,    0.22781E-09,    0.31104E-09,
   9503756,    0.49844E-10,    0.10165E-09,
   9503807,    0.34855E-10,    0.76307E-10,
   9503839,    0.20186E-10,    0.52661E-10,
   9503971,    0.73670E-10,    0.15432E-09,
   9504120,    0.24122E-11,    0.94157E-11,
   9504157,    0.69320E-10,    0.18108E-09,
   9504158,    0.24587E-10,    0.44637E-10,
   9504193,    0.33445E-10,    0.78815E-10,
   9504221,    0.24144E-10,    0.54343E-10,
   9504289,    0.17414E-10,    0.16039E-10,
   9504332,    0.12246E-10,    0.88533E-11,
   9504367,    0.50586E-10,    0.42419E-10,
   9504375,    0.27051E-10,    0.24130E-10,
   9504406,    0.41385E-10,    0.63840E-10,
   9504414,    0.13465E-10,    0.11698E-10,
   9504466,    0.19302E-10,    0.15538E-10,
   9504496,    0.37811E-10,    0.61531E-10,
   9504525,    0.27247E-10,    0.24526E-10,
   9504549,    0.71091E-11,    0.99329E-11,
   9504559,    0.30622E-10,    0.49961E-10,
   9504570,    0.13646E-10,    0.14402E-10,
   9504633,    0.40415E-10,    0.57777E-10,
   9504663,    0.31007E-10,    0.19413E-10,
   9504683,    0.14814E-10,    0.16074E-10,
   9504703,    0.21169E-10,    0.50030E-10,
   9507390,    0.28248E-09,    0.43432E-09,
   9508545,    0.76904E-09,    0.11903E-08,
   9508684,    0.10288E-08,    0.16109E-08,
   9516947,    0.66963E-09,    0.66139E-09,
   9516981,    0.59900E-10,    0.11633E-09,
   9517001,    0.12893E-09,    0.23942E-09,
   9517019,    0.62129E-10,    0.12017E-09,
   9517023,    0.14509E-09,    0.15264E-09,
   9517037,    0.10092E-09,    0.10171E-09,
   9517056,    0.12621E-08,    0.10942E-08,
   9517064,    0.18396E-09,    0.34139E-09,
   9517071,    0.46049E-10,    0.10940E-09,
   9517106,    0.29841E-10,    0.79097E-10,
   9517115,    0.20184E-09,    0.35081E-09,
   9517146,    0.52171E-09,    0.83159E-09,
   9517150,    0.51879E-10,    0.96411E-10,
   9517159,    0.12123E-09,    0.12361E-09,
   9517169,    0.10847E-09,    0.17054E-09,
   9517171,    0.73713E-10,    0.93053E-10,
   9517176,    0.96590E-10,    0.19149E-09,
   9517190,    0.24198E-09,    0.40616E-09,
   9517216,    0.30748E-09,    0.72944E-09,
   9517224,    0.68428E-10,    0.14296E-09,
   9517231,    0.92318E-10,    0.34808E-09,
   9517232,    0.96460E-10,    0.17123E-09,
   9517236,    0.37721E-10,    0.85900E-10,
   9517249,    0.11567E-09,    0.23653E-09,
   9517251,    0.15877E-09,    0.19917E-09,
   9517269,    0.54975E-10,    0.88050E-10,
   9517303,    0.21441E-09,    0.28022E-09,
   9517306,    0.12001E-09,    0.31807E-09,
   9517335,    0.14913E-09,    0.22987E-09,
   9517353,    0.78124E-10,    0.17246E-09,
   9517376,    0.53688E-10,    0.11308E-09,
   9517377,    0.95702E-10,    0.36573E-09,
   9517380,    0.34140E-10,    0.60811E-10,
   9517383,    0.50661E-10,    0.10700E-09,
   9517388,    0.17348E-09,    0.18060E-09,
   9517411,    0.48721E-10,    0.10266E-09,
   9517415,    0.11910E-09,    0.20319E-09,
   9517422,    0.31417E-08,    0.53655E-08,
   9517432,    0.35985E-10,    0.68212E-10,
   9517435,    0.16964E-09,    0.40227E-09,
   9517446,    0.72975E-10,    0.11025E-09,
   9517457,    0.24676E-09,    0.29918E-09,
   9517459,    0.49835E-09,    0.11578E-08,
   9517460,    0.86125E-09,    0.48130E-08,
   9517471,    0.84224E-09,    0.46203E-08,
   9517477,    0.18434E-09,    0.20588E-09,
   9517481,    0.29886E-09,    0.23855E-08,
   9517496,    0.12785E-09,    0.18693E-09,
   9517498,    0.64045E-08,    0.84536E-08,
   9517510,    0.25011E-08,    0.12096E-07,
   9517518,    0.22277E-09,    0.33989E-09,
   9517522,    0.98849E-08,    0.11579E-07,
   9517525,    0.96964E-10,    0.38296E-09,
   9517526,    0.55766E-10,    0.12999E-09,
   9517543,    0.29250E-09,    0.87014E-09,
   9517548,    0.13708E-09,    0.40475E-09,
   9517551,    0.21253E-08,    0.51053E-08,
   9517556,    0.23430E-09,    0.25666E-09,
   9517587,    0.34724E-09,    0.30640E-08,
   9517601,    0.39323E-08,    0.87414E-08,
   9517610,    0.14693E-09,    0.56984E-09,
   9517614,    0.29273E-09,    0.25968E-09,
   9517616,    0.71429E-10,    0.11404E-09,
   9517624,    0.24942E-09,    0.45368E-09,
   9517627,    0.17375E-07,    0.18664E-07,
   9517661,    0.42026E-08,    0.12409E-07,
   9517673,    0.60130E-10,    0.23344E-09,
   9517677,    0.26638E-08,    0.10916E-07,
   9517681,    0.47756E-10,    0.11203E-09,
   9517682,    0.30924E-08,    0.74024E-08,
   9517683,    0.82015E-10,    0.23727E-09,
   9517710,    0.28839E-08,    0.10568E-07,
   9517712,    0.31137E-10,    0.93383E-10,
   9517715,    0.28182E-09,    0.41923E-09,
   9517724,    0.23988E-09,    0.72042E-09,
   9517726,    0.50746E-09,    0.18048E-08,
   9517730,    0.14570E-09,    0.41005E-09,
   9517737,    0.40870E-09,    0.30816E-08,
   9517744,    0.88917E-10,    0.16736E-09,
   9517746,    0.31796E-09,    0.55414E-08,
   9517764,    0.56636E-10,    0.11821E-09,
   9517775,    0.35594E-09,    0.50713E-08,
   9517776,    0.17169E-08,    0.99309E-09,
   9517782,    0.79669E-10,    0.16208E-09,
   9517787,    0.59452E-10,    0.18269E-09,
   9517788,    0.60506E-10,    0.17961E-09,
   9517790,    0.36643E-08,    0.15977E-07,
   9517793,    0.10129E-08,    0.99437E-08,
   9517803,    0.24019E-09,    0.47607E-09,
   9517810,    0.33573E-10,    0.81369E-10,
   9517822,    0.31309E-08,    0.13178E-07,
   9517848,    0.22594E-09,    0.35264E-09,
   9517850,    0.58174E-09,    0.42211E-09,
   9517857,    0.15398E-09,    0.33691E-09,
   9517860,    0.13007E-07,    0.14721E-07,
   9517876,    0.75715E-09,    0.88945E-09,
   9517883,    0.51622E-10,    0.79147E-10,
   9517895,    0.10751E-08,    0.85044E-08,
   9517898,    0.19818E-08,    0.10525E-08,
   9517899,    0.36040E-09,    0.14553E-08,
   9517909,    0.47079E-09,    0.63280E-09,
   9517915,    0.36470E-08,    0.16638E-08,
   9517929,    0.18117E-09,    0.59490E-09,
   9517942,    0.19026E-10,    0.55967E-10,
   9517956,    0.35915E-10,    0.63509E-10,
   9517961,    0.52377E-10,    0.18825E-09,
   9517963,    0.10050E-09,    0.33401E-09,
   9517965,    0.42448E-09,    0.34061E-08,
   9517985,    0.14990E-10,    0.55266E-10,
   9518010,    0.72485E-10,    0.49504E-10,
   9518025,    0.14248E-09,    0.72300E-09,
   9518030,    0.11898E-09,    0.41212E-09,
   9518036,    0.51067E-11,    0.16575E-10,
   9518052,    0.41937E-09,    0.13659E-09,
   9518054,    0.28523E-08,    0.39197E-08,
   9518062,    0.10152E-08,    0.98616E-09,
   9518073,    0.81803E-09,    0.37640E-09,
   9518082,    0.73525E-10,    0.24494E-09,
   9518086,    0.22805E-10,    0.72221E-10,
   9518092,    0.89874E-10,    0.35941E-09,
   9518101,    0.18130E-09,    0.40538E-09,
   9518116,    0.81531E-11,    0.22002E-10,
   9518119,    0.96937E-10,    0.35840E-09,
   9518120,    0.66320E-10,    0.20270E-09,
   9518122,    0.58580E-10,    0.23851E-09,
   9518128,    0.17176E-09,    0.53877E-09,
   9518130,    0.22520E-09,    0.44899E-09,
   9518136,    0.14892E-09,    0.48780E-09,
   9518142,    0.18593E-10,    0.45160E-10,
   9518166,    0.26793E-10,    0.56112E-10,
   9518174,    0.21802E-10,    0.49409E-10,
   9518192,    0.56906E-10,    0.10885E-09,
   9518205,    0.14839E-08,    0.12527E-08,
   9518210,    0.41899E-10,    0.86469E-10,
   9518212,    0.11342E-10,    0.42070E-10,
   9518218,    0.57468E-10,    0.11601E-09,
   9518219,    0.13568E-09,    0.47377E-09,
   9518244,    0.30614E-09,    0.22965E-09,
   9518249,    0.56402E-10,    0.19119E-09,
   9518255,    0.25686E-11,    0.63672E-11,
   9518267,    0.92061E-09,    0.45874E-09,
   9518272,    0.66205E-11,    0.23157E-10,
   9518281,    0.20923E-08,    0.30236E-08,
   9518296,    0.24261E-09,    0.97877E-09,
   9518328,    0.11745E-09,    0.33924E-09,
   9518365,    0.20922E-09,    0.20867E-08,
   9518400,    0.18174E-10,    0.27669E-10,
   9518403,    0.52994E-11,    0.42952E-11,
   9518406,    0.73111E-11,    0.24179E-10,
   9518414,    0.89679E-12,    0.29550E-11,
   9518438,    0.12329E-10,    0.19071E-10,
   9518450,    0.15036E-10,    0.52098E-10,
   9518457,    0.60961E-10,    0.13699E-09,
   9518461,    0.25282E-09,    0.19635E-09,
   9518480,    0.25269E-09,    0.35555E-09,
   9518495,    0.24699E-09,    0.36137E-09,
   9518542,    0.44151E-11,    0.36957E-11,
   9518587,    0.27263E-09,    0.67590E-09,
   9518591,    0.15749E-10,    0.18624E-10,
   9518646,    0.32123E-10,    0.15762E-09,
   9518667,    0.93172E-10,    0.74857E-10,
   9518688,    0.62464E-10,    0.92649E-10,
   9518701,    0.24954E-09,    0.23726E-09,
   9518738,    0.11461E-09,    0.25288E-09,
   9518739,    0.97821E-10,    0.38755E-09,
   9518758,    0.12398E-09,    0.14506E-09,
   9518778,    0.10735E-10,    0.54152E-10,
   9518824,    0.36180E-11,    0.63593E-11,
   9590917,    0.16255E-10,    0.67038E-11,
   9590926,    0.31465E-10,    0.29118E-09,
   9591036,    0.47704E-09,    0.22171E-09,
   9591060,    0.14106E-10,    0.89221E-11,
   9591063,    0.46338E-10,    0.34602E-09,
   9591075,    0.71839E-11,    0.44462E-10,
   9591095,    0.92755E-10,    0.31049E-09,
   9591125,    0.25079E-10,    0.21411E-09,
   9591204,    0.65721E-10,    0.49756E-09,
   9591230,    0.10136E-09,    0.88704E-09,
   9591754,    0.15381E-09,    0.14545E-09,
   9591993,    0.25436E-10,    0.13827E-10,
   9592117,    0.46250E-10,    0.46080E-10,
   9592146,    0.34115E-10,    0.13273E-10,
   9592149,    0.34906E-09,    0.28120E-09,
   9592778,    0.14391E-09,    0.37437E-09,
   9592782,    0.34507E-10,    0.15144E-09,
   9592785,    0.59761E-10,    0.19376E-09,
   9592789,    0.30263E-10,    0.22198E-09,
   9592805,    0.72522E-10,    0.39152E-09,
   9592810,    0.19800E-10,    0.73874E-10,
   9592815,    0.51278E-10,    0.21598E-09,
   9592819,    0.69459E-10,    0.24365E-09,
   9592867,    0.10164E-09,    0.35851E-09,
   9592881,    0.24057E-10,    0.12521E-09,
   9592882,    0.36279E-10,    0.14483E-09,
   9592889,    0.10785E-09,    0.50569E-09,
   9592894,    0.10669E-09,    0.47791E-09,
   9592907,    0.36097E-10,    0.11850E-09,
   9592911,    0.16978E-10,    0.86305E-10,
   9592923,    0.50004E-10,    0.20990E-09,
   9592930,    0.37116E-10,    0.86130E-10,
   9592953,    0.12625E-09,    0.67257E-09,
   9592959,    0.22290E-10,    0.86600E-10,
   9592981,    0.35006E-10,    0.13939E-09,
   9593006,    0.59834E-10,    0.28491E-09,
   9593007,    0.14273E-10,    0.63760E-10,
   9593010,    0.18412E-10,    0.69464E-10,
   9593032,    0.87361E-10,    0.30447E-09,
   9593044,    0.57060E-10,    0.30842E-09,
   9593048,    0.39072E-10,    0.17963E-09,
   9593056,    0.53460E-10,    0.37860E-09,
   9593062,    0.25312E-10,    0.57254E-10,
   9593065,    0.12734E-09,    0.63413E-09,
   9593068,    0.10862E-09,    0.50688E-09,
   9593073,    0.98989E-10,    0.52953E-09,
   9593082,    0.58343E-10,    0.24723E-09,
   9593086,    0.31946E-10,    0.12116E-09,
   9593103,    0.42360E-10,    0.48456E-09,
   9593120,    0.54853E-10,    0.24782E-09,
   9593135,    0.31124E-10,    0.16025E-09,
   9593141,    0.38216E-10,    0.23593E-09,
   9593152,    0.31820E-10,    0.15884E-09,
   9593158,    0.38432E-10,    0.14337E-09,
   9593164,    0.19160E-10,    0.70111E-10,
   9593191,    0.11311E-09,    0.39592E-09,
   9593199,    0.25951E-10,    0.10760E-09,
   9593210,    0.32966E-10,    0.16185E-09,
   9593218,    0.26559E-10,    0.10581E-09,
   9593227,    0.22273E-10,    0.10036E-09,
   9593229,    0.57087E-10,    0.27667E-09,
   9593239,    0.28240E-10,    0.14871E-09,
   9593248,    0.16272E-09,    0.60198E-09,
   9593249,    0.21033E-10,    0.86269E-10,
   9705969,    0.12585E-10,    0.26375E-10,
   9518318,    0.96564E-10,    0.31529E-09,
   9517173,    0.25781E-09,    0.37433E-09,
   9000979,    0.59430E-11,    0.21376E-10,
   9592035,    0.18739E-09,    0.17401E-09,
   9518458,    0.23252E-10,    0.79584E-11,
   9503911,    0.34749E-10,    0.95423E-10,
   9592791,    0.18010E-10,    0.69983E-10,
   9517923,    0.17705E-09,    0.53643E-09,
   9518425,    0.10388E-09,    0.15746E-09,
   9518550,    0.65195E-11,    0.17631E-10,
   9591822,    0.17360E-09,    0.16222E-09,
   9500295,    0.48488E-10,    0.18169E-09,
   9500603,    0.30448E-10,    0.33560E-10,
   9517926,    0.99955E-10,    0.36736E-09,
   9500238,    0.22626E-09,    0.32450E-09,
   9503136,    0.95557E-11,    0.18118E-10,
   9000809,    0.19228E-09,    0.10898E-09,
   9593089,    0.50814E-10,    0.12096E-09,
   9500499,    0.61060E-10,    0.88237E-10,
   9500287,    0.88529E-10,    0.24544E-09,
   9592998,    0.69161E-10,    0.24350E-09,
   9517971,    0.33024E-08,    0.56234E-08,
   9500409,    0.12530E-09,    0.37764E-09,
   9500262,    0.10490E-08,    0.10475E-08,
   9517004,    0.23096E-09,    0.32726E-09,
   9517689,    0.37954E-09,    0.68984E-09,
   9000813,    0.87021E-09,    0.44728E-09,
   9500258,    0.21260E-10,    0.74421E-10,
   9517080,    0.74528E-10,    0.12626E-09,
   9517951,    0.74010E-10,    0.19907E-09,
   9518112,    0.28898E-10,    0.85804E-10,
   9500283,    0.95333E-10,    0.35083E-09,
   9592903,    0.56501E-10,    0.29703E-09,
   9000850,    0.65388E-10,    0.16957E-09,
   9500276,    0.93226E-10,    0.34314E-09,
   9592840,    0.65508E-10,    0.33069E-09,
   9000980,    0.55188E-11,    0.18469E-10,
   9500277,    0.14083E-10,    0.42278E-10,
   9503678,    0.33698E-09,    0.55987E-09,
   9001234,    0.13332E-10,    0.53386E-10,
   9518292,    0.15011E-10,    0.45396E-10,
   9517825,    0.16998E-09,    0.43429E-09,
   9593225,    0.10283E-09,    0.38332E-09,
   9504555,    0.28916E-10,    0.27075E-10,
   9500410,    0.27423E-10,    0.26014E-10,
   9504039,    0.34863E-10,    0.76351E-10,
   9500284,    0.28762E-08,    0.12741E-07,
   9518452,    0.26032E-10,    0.24913E-10,
   9518124,    0.11025E-09,    0.98973E-10,
   9500255,    0.14547E-10,    0.44468E-10,
   9500213,    0.15541E-10,    0.21795E-10,
   9517479,    0.10829E-09,    0.15641E-09,
   9517816,    0.66583E-10,    0.10975E-09,
   9592784,    0.50461E-10,    0.13937E-09,
   9517785,    0.66419E-10,    0.95177E-10,
   9500294,    0.65636E-10,    0.23640E-09,
   9517493,    0.14475E-09,    0.51762E-09,
   9000978,    0.16583E-10,    0.49636E-10,
   9518072,    0.10672E-09,    0.38624E-09,
   9517402,    0.93964E-10,    0.16604E-09,
   9518590,    0.83295E-11,    0.22911E-10,
   9592868,    0.51224E-10,    0.12054E-09,
