,2012/12/31_Cbulk,2013/12/31_Cbulk,
   9517855,    0.90919E-10,    0.24199E-09,
   9517777,    0.83366E-10,    0.28981E-09,
   9500264,    0.87089E-09,    0.52000E-09,
   9517049,    0.74450E-10,    0.13356E-09,
   9504560,    0.51747E-10,    0.75415E-10,
   9518570,    0.40690E-10,    0.12374E-09,
   9503062,    0.32626E-10,    0.61744E-10,
   9593223,    0.18057E-10,    0.63299E-10,
   9593052,    0.11176E-09,    0.22337E-09,
   9517948,    0.72749E-10,    0.19879E-09,
   9517534,    0.28919E-08,    0.86778E-08,
   9518497,    0.17036E-10,    0.35587E-10,
   9517447,    0.29229E-08,    0.77980E-08,
   9503380,    0.16655E-08,    0.19027E-08,
   9517881,    0.24920E-08,    0.96256E-08,
   9500254,    0.54701E-10,    0.10583E-09,
   9503244,    0.11422E-10,    0.29384E-10,
   9518640,    0.27872E-10,    0.66715E-10,
   9517606,    0.31897E-10,    0.92786E-10,
   9517729,    0.92276E-10,    0.23262E-09,
   9591828,    0.29362E-09,    0.27317E-09,
   9517705,    0.26698E-09,    0.45533E-09,
   9517697,    0.30930E-08,    0.59974E-08,
   9518577,    0.25869E-10,    0.10642E-10,
   9518332,    0.75221E-10,    0.25836E-09,
   9503061,    0.38894E-10,    0.64807E-10,
   9518179,    0.59870E-10,    0.14095E-09,
   9504337,    0.14064E-10,    0.13172E-10,
   9517812,    0.25274E-08,    0.73867E-08,
   9518105,    0.67841E-10,    0.20208E-09,
   9518732,    0.31255E-10,    0.42037E-10,
   9503800,    0.28167E-10,    0.72632E-10,
   9518358,    0.12567E-09,    0.37782E-09,
   9517602,    0.88706E-10,    0.16457E-09,
   9517798,    0.88090E-10,    0.27238E-09,
   9517585,    0.14866E-09,    0.57910E-09,
   9500261,    0.84100E-09,    0.43031E-09,
   9518535,    0.44822E-11,    0.14262E-10,
   9593033,    0.46056E-10,    0.19088E-09,
   9591133,    0.68253E-10,    0.45396E-09,
   9500246,    0.39575E-10,    0.93813E-10,
   9504353,    0.31294E-10,    0.28502E-10,
   9503199,    0.39779E-10,    0.57928E-10,
   9000917,    0.28440E-10,    0.21938E-09,
   9504667,    0.13524E-10,    0.16306E-10,
   9517680,    0.42578E-08,    0.15990E-07,
   9518044,    0.31604E-09,    0.20024E-09,
   9517636,    0.38973E-09,    0.32671E-08,
   9517289,    0.82309E-10,    0.12335E-09,
   9500439,    0.24248E-10,    0.24122E-10,
   9518043,    0.12939E-08,    0.15486E-08,
   9517853,    0.10936E-09,    0.16016E-09,
   9593213,    0.58792E-10,    0.24556E-09,
   9518676,    0.10496E-09,    0.14788E-09,
   9518257,    0.47058E-10,    0.11006E-09,
   9593174,    0.30810E-10,    0.12005E-09,
   9593219,    0.34926E-10,    0.11236E-09,
   9502925,    0.46483E-10,    0.42245E-10,
   9518276,    0.63539E-09,    0.12240E-08,
   9503453,    0.29196E-09,    0.44588E-09,
   9518015,    0.12382E-10,    0.36127E-10,
   9592893,    0.61612E-10,    0.30066E-09,
   9502863,    0.16556E-09,    0.24558E-09,
   9592147,    0.14166E-09,    0.66922E-10,
   9500394,    0.22483E-09,    0.17731E-09,
   9504225,    0.44359E-10,    0.39400E-10,
   9591171,    0.43632E-10,    0.72507E-10,
   9503131,    0.11165E-09,    0.18106E-09,
   9500251,    0.64491E-10,    0.13440E-09,
   9517317,    0.14979E-09,    0.23352E-09,
   9516959,    0.95117E-10,    0.16519E-09,
   9517058,    0.48677E-10,    0.96108E-10,
   9518190,    0.15389E-09,    0.15065E-09,
   9500290,    0.22444E-10,    0.23653E-10,
   9517110,    0.10674E-09,    0.22905E-09,
   9501276,    0.78389E-11,    0.98826E-11,
   9517078,    0.17887E-09,    0.26196E-09,
   9592979,    0.23310E-10,    0.74239E-10,
   9518478,    0.10909E-09,    0.98634E-10,
   9500244,    0.19571E-09,    0.19096E-09,
   9518000,    0.68787E-10,    0.41666E-09,
   9517102,    0.57425E-10,    0.13151E-09,
   9503181,    0.20892E-10,    0.28973E-10,
   9593226,    0.51747E-10,    0.19535E-09,
   9503422,    0.33120E-09,    0.10485E-08,
   9503091,    0.47866E-10,    0.64741E-10,
   9516979,    0.11743E-09,    0.12911E-09,
   9502864,    0.19057E-10,    0.34469E-10,
   9504502,    0.22970E-10,    0.25050E-10,
   9593084,    0.24919E-10,    0.11826E-09,
   9503288,    0.14245E-10,    0.30146E-10,
   9518231,    0.58357E-09,    0.39283E-09,
   9592969,    0.10509E-09,    0.38258E-09,
   9517020,    0.60819E-10,    0.13871E-09,
   9592908,    0.18931E-09,    0.72060E-09,
   9517184,    0.94503E-10,    0.21976E-09,
   9593198,    0.59261E-10,    0.19463E-09,
   9517000,    0.11771E-09,    0.24645E-09,
   9593131,    0.37124E-10,    0.11901E-09,
   9503011,    0.42623E-10,    0.58789E-10,
   9517692,    0.21939E-09,    0.50705E-09,
   9593015,    0.59236E-10,    0.17911E-09,
   9518708,    0.43597E-10,    0.13216E-09,
   9517993,    0.12960E-10,    0.37762E-10,
   9592997,    0.37581E-10,    0.15218E-09,
   9504583,    0.25323E-10,    0.29215E-10,
   9504577,    0.32584E-10,    0.32051E-10,
   9592901,    0.25221E-10,    0.74602E-10,
   9518335,    0.24408E-10,    0.71648E-10,
   9503254,    0.43974E-10,    0.59847E-10,
   9592938,    0.59816E-10,    0.24565E-09,
   9517654,    0.17463E-09,    0.23991E-09,
   9503242,    0.63970E-10,    0.93326E-10,
   9517657,    0.42522E-10,    0.12964E-09,
   9591199,    0.12902E-09,    0.51020E-10,
   9517129,    0.51459E-10,    0.10319E-09,
   9517768,    0.66103E-09,    0.60077E-09,
   9504277,    0.17489E-10,    0.20945E-10,
   9518144,    0.67220E-10,    0.20864E-09,
   9503189,    0.10960E-09,    0.16703E-09,
   9518234,    0.73775E-10,    0.17232E-09,
   9518825,    0.69437E-11,    0.20109E-10,
   9517540,    0.81688E-10,    0.13327E-09,
   9592834,    0.10090E-09,    0.29677E-09,
   9518310,    0.10979E-09,    0.34845E-09,
   9500259,    0.59359E-09,    0.40666E-09,
   9518051,    0.67333E-10,    0.20934E-09,
   9518710,    0.27335E-10,    0.50170E-10,
   9518088,    0.17396E-08,    0.18289E-08,
   9503345,    0.36432E-09,    0.96309E-09,
   9518496,    0.21223E-10,    0.49787E-10,
   9500250,    0.10553E-09,    0.15186E-09,
   9517763,    0.55029E-10,    0.19110E-09,
   9518821,    0.65849E-10,    0.62862E-10,
   9517394,    0.87562E-10,    0.20294E-09,
   9592940,    0.65283E-10,    0.17533E-09,
   9518474,    0.50580E-10,    0.54633E-10,
   9503167,    0.51166E-10,    0.53059E-10,
   9593142,    0.29042E-10,    0.13789E-09,
   9504475,    0.22135E-10,    0.28331E-10,
   9500249,    0.98139E-10,    0.13914E-09,
   9500847,    0.30302E-10,    0.41832E-10,
   9500623,    0.45018E-10,    0.51439E-10,
   9517590,    0.75421E-10,    0.11758E-09,
   9593027,    0.41826E-10,    0.12497E-09,
   9517659,    0.14515E-09,    0.49235E-09,
   9517516,    0.79620E-10,    0.12317E-09,
   9517646,    0.43063E-10,    0.13541E-09,
   9503702,    0.37381E-09,    0.69117E-09,
   9593112,    0.31566E-10,    0.13480E-09,
   9518146,    0.36512E-10,    0.12118E-09,
   9518104,    0.61578E-09,    0.46363E-09,
   9518447,    0.82798E-10,    0.45142E-10,
   9518194,    0.72959E-10,    0.17838E-09,
   9503260,    0.12116E-09,    0.18505E-09,
   9517745,    0.11487E-08,    0.22722E-08,
   9504188,    0.31136E-10,    0.42911E-10,
   9592841,    0.16442E-09,    0.54310E-09,
   9504380,    0.25164E-10,    0.31749E-10,
   9517234,    0.13260E-09,    0.16099E-09,
   9502995,    0.50937E-10,    0.53758E-10,
   9517474,    0.42003E-10,    0.12029E-09,
   9504510,    0.30381E-10,    0.35673E-10,
   9517966,    0.25182E-09,    0.29920E-09,
   9517373,    0.98664E-10,    0.15017E-09,
   9518360,    0.75109E-10,    0.24353E-09,
   9517469,    0.60293E-10,    0.20100E-09,
   9517343,    0.81918E-10,    0.15084E-09,
   9517667,    0.17682E-09,    0.57989E-09,
   9517148,    0.11213E-09,    0.20121E-09,
   9518094,    0.61726E-09,    0.47251E-09,
   9502946,    0.51803E-10,    0.55194E-10,
   9518408,    0.50088E-10,    0.64483E-10,
   9517166,    0.11576E-09,    0.19854E-09,
   9517414,    0.86552E-10,    0.15545E-09,
   9504690,    0.26843E-10,    0.35784E-10,
   9517012,    0.11380E-09,    0.18277E-09,
   9518229,    0.66448E-09,    0.54031E-09,
   9593201,    0.30073E-10,    0.11763E-09,
   9500232,    0.34645E-10,    0.41657E-10,
   9503220,    0.60429E-10,    0.10736E-09,
   9501334,    0.15486E-09,    0.16871E-09,
   9517771,    0.17701E-09,    0.57738E-09,
   9592788,    0.16298E-09,    0.50373E-09,
   9593096,    0.16863E-09,    0.46978E-09,
   9518325,    0.19213E-09,    0.30485E-09,
   9517944,    0.88022E-10,    0.28542E-09,
   9504470,    0.26784E-10,    0.30862E-10,
   9517054,    0.17389E-09,    0.20320E-09,
   9592854,    0.52134E-10,    0.14950E-09,
   9500161,    0.16697E-10,    0.18985E-10,
   9516968,    0.15508E-09,    0.27738E-09,
   9592768,    0.52754E-10,    0.14041E-09,
   9592790,    0.50971E-10,    0.11591E-09,
   9517331,    0.19480E-09,    0.22471E-09,
   9518626,    0.34688E-10,    0.78718E-10,
   9504409,    0.58248E-10,    0.75217E-10,
   9517912,    0.64680E-09,    0.53271E-09,
   9518698,    0.71207E-10,    0.10955E-09,
   9593045,    0.27664E-10,    0.96191E-10,
   9517483,    0.11699E-09,    0.17090E-09,
   9517630,    0.11827E-09,    0.17149E-09,
   9518302,    0.10896E-09,    0.34904E-09,
   9504417,    0.61846E-10,    0.83466E-10,
   9503578,    0.11820E-09,    0.20995E-09,
   9000849,    0.60726E-10,    0.16034E-09,
   9517136,    0.21565E-09,    0.32147E-09,
   9503006,    0.47781E-10,    0.92605E-10,
   9000847,    0.74393E-10,    0.25768E-09,
   9504372,    0.29821E-10,    0.42309E-10,
   9518633,    0.87538E-10,    0.68310E-10,
   9518114,    0.11689E-09,    0.37637E-09,
   9517900,    0.67489E-09,    0.59085E-09,
   9518314,    0.76922E-10,    0.13238E-09,
   9517345,    0.15663E-09,    0.20402E-09,
   9593097,    0.18715E-09,    0.56109E-09,
   9517423,    0.13526E-09,    0.19001E-09,
   9517178,    0.88236E-10,    0.17247E-09,
   9517157,    0.15816E-09,    0.20395E-09,
   9592015,    0.12633E-09,    0.10189E-09,
   9503155,    0.12448E-09,    0.16347E-09,
   9517976,    0.68781E-09,    0.61924E-09,
   9504331,    0.30140E-10,    0.44837E-10,
   9592830,    0.17923E-09,    0.47775E-09,
   9517549,    0.14296E-09,    0.19855E-09,
   9592873,    0.53198E-10,    0.12796E-09,
   9517090,    0.10807E-09,    0.20887E-09,
   9503376,    0.14123E-09,    0.27335E-09,
   9517845,    0.17330E-09,    0.56401E-09,
   9517880,    0.15607E-09,    0.21898E-09,
   9516975,    0.16500E-09,    0.19862E-09,
   9503717,    0.23325E-09,    0.33300E-09,
   9503236,    0.41544E-10,    0.80414E-10,
   9593137,    0.17929E-09,    0.45159E-09,
   9502916,    0.14209E-09,    0.19182E-09,
   9518752,    0.15403E-09,    0.11933E-09,
   9503338,    0.24067E-09,    0.32222E-09,
   9592989,    0.52033E-10,    0.13289E-09,
   9593038,    0.52105E-10,    0.12473E-09,
   9591237,    0.11836E-09,    0.11605E-09,
   9517448,    0.16853E-09,    0.19950E-09,
   9503264,    0.14860E-09,    0.20561E-09,
   9517725,    0.17742E-09,    0.22241E-09,
   9517837,    0.17327E-09,    0.57420E-09,
   9518642,    0.64166E-10,    0.16319E-09,
   9503398,    0.25977E-09,    0.46439E-09,
   9503076,    0.14469E-09,    0.20646E-09,
   9503162,    0.14543E-09,    0.20892E-09,
   9593246,    0.13738E-09,    0.36673E-09,
   9517603,    0.17203E-09,    0.57270E-09,
   9517851,    0.17407E-09,    0.57734E-09,
   9517740,    0.17847E-09,    0.22514E-09,
   9517720,    0.17934E-09,    0.22953E-09,
   9518429,    0.92431E-10,    0.16809E-09,
   9590967,    0.12099E-09,    0.85655E-10,
   9590909,    0.14476E-09,    0.98707E-10,
   9590867,    0.16263E-09,    0.11352E-09,
   9590865,    0.17498E-09,    0.11990E-09,
   9504620,    0.43394E-10,    0.62732E-10,
   9502956,    0.43772E-10,    0.63984E-10,
   9593204,    0.12343E-09,    0.30591E-09,
   9503192,    0.12892E-09,    0.18978E-09,
   9503146,    0.12659E-09,    0.18561E-09,
   9503125,    0.44049E-10,    0.67002E-10,
   9592816,    0.12020E-09,    0.29480E-09,
   9593143,    0.12366E-09,    0.28344E-09,
   9502881,    0.46827E-10,    0.75251E-10,
   9500231,    0.11883E-09,    0.10202E-09,
   9517686,    0.17296E-09,    0.57061E-09,
   9518668,    0.11158E-09,    0.10930E-09,
   9517584,    0.17463E-09,    0.57689E-09,
   9503241,    0.51967E-10,    0.84463E-10,
   9518747,    0.87432E-10,    0.11165E-09,
   9518102,    0.87380E-10,    0.11412E-09,
   9503149,    0.52261E-10,    0.85860E-10,
   9518042,    0.87267E-10,    0.11381E-09,
   9518047,    0.84728E-10,    0.11292E-09,
   9517450,    0.15207E-09,    0.50377E-09,
   9518305,    0.81690E-10,    0.11547E-09,
   9503190,    0.55848E-10,    0.90666E-10,
   9517936,    0.83087E-10,    0.12267E-09,
   9500237,    0.49481E-10,    0.64062E-10,
   9503147,    0.56103E-10,    0.93058E-10,
   9517998,    0.85084E-10,    0.13067E-09,
   9502927,    0.56178E-10,    0.93768E-10,
   9518150,    0.54136E-10,    0.69338E-10,
   9503243,    0.56313E-10,    0.95316E-10,
   9518277,    0.54190E-10,    0.67822E-10,
   9592803,    0.90664E-10,    0.21420E-09,
   9593189,    0.90623E-10,    0.21507E-09,
   9592992,    0.88180E-10,    0.22371E-09,
   9593074,    0.88434E-10,    0.23673E-09,
   9517644,    0.13364E-09,    0.44480E-09,
   9592773,    0.88369E-10,    0.22618E-09,
   9517637,    0.13116E-09,    0.43733E-09,
   9517511,    0.13060E-09,    0.43347E-09,
   9593217,    0.88368E-10,    0.23326E-09,
   9592766,    0.87834E-10,    0.23546E-09,
   9517789,    0.13923E-09,    0.47924E-09,
   9000285,    0.91740E-10,    0.25954E-09,
   9518222,    0.64088E-10,    0.10322E-09,
   9592754,    0.92401E-10,    0.28423E-09,
   9518236,    0.83617E-10,    0.13088E-09,
   9593190,    0.90104E-10,    0.28439E-09,
   9518004,    0.67988E-10,    0.12311E-09,
   9518347,    0.68059E-10,    0.12252E-09,
   9517941,    0.67014E-10,    0.12112E-09,
   9518350,    0.64879E-10,    0.11640E-09,
   9503214,    0.50736E-10,    0.90811E-10,
   9518241,    0.10397E-09,    0.14696E-09,
   9592929,    0.77943E-10,    0.24728E-09,
   9592794,    0.77312E-10,    0.25143E-09,
   9593058,    0.77001E-10,    0.25235E-09,
   9517827,    0.73415E-10,    0.25018E-09,
   9517426,    0.73295E-10,    0.25559E-09,
   9517489,    0.73563E-10,    0.25911E-09,
   9517727,    0.73869E-10,    0.26346E-09,
   9517580,    0.75148E-10,    0.26770E-09,
   9517497,    0.77672E-10,    0.27280E-09,
   9517632,    0.80659E-10,    0.27865E-09,
   9517874,    0.82757E-10,    0.27754E-09,
   9502934,    0.71647E-10,    0.12005E-09,
   9517687,    0.89261E-10,    0.30578E-09,
   9517530,    0.97487E-10,    0.30178E-09,
   9503284,    0.70488E-10,    0.11918E-09,
   9502977,    0.69900E-10,    0.11850E-09,
   9503022,    0.69574E-10,    0.11843E-09,
   9503010,    0.69143E-10,    0.11943E-09,
   9517866,    0.68810E-10,    0.12069E-09,
   9517495,    0.11419E-09,    0.37769E-09,
   9517562,    0.68889E-10,    0.12168E-09,
   9517595,    0.69265E-10,    0.12405E-09,
   9517466,    0.11999E-09,    0.35369E-09,
   9517645,    0.69921E-10,    0.12736E-09,
   9517425,    0.70791E-10,    0.12960E-09,
   9517979,    0.85378E-10,    0.13064E-09,
   9518098,    0.82534E-10,    0.12344E-09,
   9518040,    0.82529E-10,    0.12031E-09,
   9517980,    0.82487E-10,    0.12019E-09,
   9518178,    0.82348E-10,    0.11898E-09,
   9518238,    0.83247E-10,    0.12165E-09,
   9518343,    0.82151E-10,    0.12304E-09,
   9518340,    0.85206E-10,    0.12835E-09,
   9518282,    0.86344E-10,    0.13146E-09,
   9500070,    0.88487E-10,    0.18452E-09,
   9518060,    0.88541E-10,    0.18320E-09,
   9518085,    0.89370E-10,    0.18258E-09,
   9517995,    0.90846E-10,    0.18297E-09,
   9518245,    0.92247E-10,    0.18795E-09,
   9517918,    0.99476E-10,    0.20742E-09,
   9517986,    0.10021E-09,    0.20737E-09,
   9517968,    0.10396E-09,    0.21574E-09,
   9518265,    0.98682E-10,    0.20848E-09,
   9518385,    0.10065E-09,    0.21091E-09,
   9518322,    0.10103E-09,    0.21154E-09,
   9518207,    0.10295E-09,    0.21358E-09,
   9517554,    0.10421E-09,    0.21443E-09,
   9517490,    0.10479E-09,    0.21675E-09,
   9517608,    0.10507E-09,    0.21756E-09,
   9517664,    0.10474E-09,    0.21892E-09,
   9517743,    0.10596E-09,    0.22282E-09,
   9517818,    0.10969E-09,    0.23017E-09,
   9517427,    0.11079E-09,    0.23192E-09,
   9517759,    0.11264E-09,    0.23627E-09,
   9517758,    0.11578E-09,    0.24321E-09,
   9517419,    0.11774E-09,    0.24468E-09,
   9517781,    0.11788E-09,    0.24500E-09,
   9517504,    0.12345E-09,    0.25148E-09,
   9500288,    0.12964E-09,    0.29685E-09,
   9517640,    0.13141E-09,    0.30379E-09,
   9517690,    0.13210E-09,    0.30643E-09,
   9517859,    0.13272E-09,    0.30896E-09,
   9517873,    0.13315E-09,    0.31076E-09,
   9517431,    0.13355E-09,    0.31286E-09,
   9517831,    0.13580E-09,    0.31873E-09,
   9517462,    0.13809E-09,    0.32198E-09,
   9517456,    0.13463E-09,    0.32546E-09,
   9517544,    0.13638E-09,    0.33891E-09,
   9517731,    0.13729E-09,    0.34271E-09,
   9517555,    0.13792E-09,    0.34117E-09,
   9517589,    0.13794E-09,    0.34529E-09,
   9517537,    0.13862E-09,    0.34633E-09,
   9517631,    0.14066E-09,    0.33600E-09,
   9517238,    0.12427E-09,    0.26966E-09,
   9517364,    0.12529E-09,    0.26784E-09,
   9517138,    0.12490E-09,    0.26976E-09,
   9517321,    0.12525E-09,    0.27527E-09,
   9517089,    0.12568E-09,    0.27717E-09,
   9503484,    0.12660E-09,    0.27610E-09,
   9503414,    0.13104E-09,    0.27043E-09,
   9503355,    0.13225E-09,    0.27169E-09,
   9503529,    0.13595E-09,    0.27624E-09,
   9503379,    0.14105E-09,    0.29546E-09,
   9503490,    0.14523E-09,    0.29921E-09,
   9503342,    0.15042E-09,    0.29847E-09,
   9503393,    0.16016E-09,    0.31141E-09,
   9503467,    0.16171E-09,    0.31930E-09,
   9503416,    0.16471E-09,    0.33034E-09,
   9503374,    0.16516E-09,    0.33355E-09,
   9503451,    0.16622E-09,    0.34156E-09,
   9503303,    0.16826E-09,    0.34498E-09,
   9501188,    0.16930E-09,    0.35300E-09,
   9508561,    0.16981E-09,    0.35761E-09,
   9508021,    0.17061E-09,    0.36240E-09,
   9507768,    0.17533E-09,    0.35816E-09,
   9507706,    0.17767E-09,    0.35011E-09,
   9000041,    0.18127E-09,    0.35395E-09,
         1,    -999.00    ,    -999.00    ,
