,2012/12/31_Cdis,2013/12/31_Cdis,
   9517855,    0.19783E-12,    0.85999E-12,
   9517777,    0.22900E-12,    0.87752E-12,
   9500264,    0.45155E-12,    0.11315E-11,
   9517049,    0.25042E-13,    0.97848E-14,
   9504560,    0.20987E-12,    0.12882E-12,
   9518570,    0.47362E-12,    0.14567E-11,
   9503062,    0.22697E-13,    0.53772E-13,
   9593223,    0.26048E-13,    0.22428E-14,
   9593052,    0.43688E-12,    0.27404E-14,
   9517948,    0.17969E-12,    0.27093E-13,
   9517534,    0.38888E-13,    0.21658E-11,
   9518497,    0.13096E-12,    0.18860E-14,
   9517447,    0.16135E-13,    0.41884E-15,
   9503380,    0.15374E-12,    0.87540E-13,
   9517881,    0.17837E-13,    0.22306E-14,
   9500254,    0.14395E-11,    0.29239E-11,
   9503244,    0.60812E-13,    0.19059E-13,
   9518640,    0.10828E-13,    0.10016E-13,
   9517606,    0.25190E-13,    0.52850E-14,
   9517729,    0.22200E-12,    0.99650E-12,
   9591828,    0.44290E-14,    0.18504E-14,
   9517705,    0.18802E-10,    0.33635E-10,
   9517697,    0.62149E-13,    0.15124E-10,
   9518577,    0.61352E-21,    0.35971E-17,
   9518332,    0.14662E-11,    0.35290E-11,
   9503061,    0.24872E-13,    0.40469E-13,
   9518179,    0.62677E-13,    0.52629E-13,
   9504337,    0.27750E-12,    0.56247E-12,
   9517812,    0.72449E-12,    0.65462E-11,
   9518105,    0.15459E-12,    0.25479E-13,
   9518732,    0.20196E-19,    0.64944E-18,
   9503800,    0.53028E-11,    0.16092E-10,
   9518358,    0.22696E-13,    0.25866E-13,
   9517602,    0.29706E-13,    0.28165E-13,
   9517798,    0.28492E-13,    0.53399E-14,
   9517585,    0.10514E-12,    0.14532E-13,
   9500261,    0.52755E-12,    0.13786E-11,
   9518535,    0.64989E-20,    0.70884E-17,
   9593033,    0.50085E-13,    0.48186E-14,
   9591133,    0.72628E-13,    0.64418E-14,
   9500246,    0.48126E-12,    0.35293E-12,
   9504353,    0.53989E-10,    0.57845E-10,
   9503199,    0.30156E-12,    0.79669E-13,
   9000917,    0.14623E-13,    0.26032E-14,
   9504667,    0.67841E-11,    0.18468E-10,
   9517680,    0.46753E-12,    0.91260E-10,
   9518044,    0.62172E-10,    0.67841E-10,
   9517636,    0.68776E-11,    0.67791E-10,
   9517289,    0.35662E-12,    0.77256E-12,
   9500439,    0.47514E-11,    0.72108E-11,
   9518043,    0.82884E-10,    0.15895E-09,
   9517853,    0.46086E-13,    0.32970E-13,
   9593213,    0.37130E-11,    0.26045E-10,
   9518676,    0.34995E-14,    0.52389E-15,
   9518257,    0.20280E-12,    0.11561E-12,
   9593174,    0.47931E-13,    0.28660E-14,
   9593219,    0.25675E-12,    0.17061E-11,
   9502925,    0.11367E-10,    0.14928E-10,
   9518276,    0.13071E-09,    0.33964E-09,
   9503453,    0.15757E-12,    0.24733E-12,
   9518015,    0.45017E-13,    0.11307E-13,
   9592893,    0.10920E-11,    0.58776E-11,
   9502863,    0.26175E-12,    0.14414E-12,
   9592147,    0.48835E-13,    0.20839E-12,
   9500394,    0.87231E-11,    0.73841E-11,
   9504225,    0.18434E-11,    0.18492E-11,
   9591171,    0.18133E-13,    0.15243E-13,
   9503131,    0.18632E-11,    0.30554E-11,
   9500251,    0.13828E-11,    0.25915E-11,
   9517317,    0.32004E-12,    0.58782E-12,
   9516959,    0.12644E-13,    0.52106E-14,
   9517058,    0.39401E-13,    0.17987E-13,
   9518190,    0.27605E-11,    0.45858E-11,
   9500290,    0.42490E-11,    0.65099E-11,
   9517110,    0.69860E-14,    0.10235E-14,
   9501276,    0.17336E-12,    0.27147E-12,
   9517078,    0.16921E-10,    0.34274E-10,
   9592979,    0.14242E-11,    0.23648E-11,
   9518478,    0.34788E-20,    0.16647E-17,
   9500244,    0.73719E-11,    0.67128E-11,
   9518000,    0.71971E-13,    0.58530E-14,
   9517102,    0.33789E-13,    0.94604E-14,
   9503181,    0.65212E-10,    0.10413E-09,
   9593226,    0.89705E-12,    0.32457E-11,
   9503422,    0.15762E-12,    0.92525E-12,
   9503091,    0.34279E-12,    0.12074E-12,
   9516979,    0.26547E-13,    0.26160E-13,
   9502864,    0.24202E-13,    0.16706E-13,
   9504502,    0.38106E-11,    0.58451E-11,
   9593084,    0.70857E-13,    0.12234E-13,
   9503288,    0.22315E-12,    0.74648E-13,
   9518231,    0.50790E-10,    0.61336E-10,
   9592969,    0.53758E-13,    0.56166E-14,
   9517020,    0.35011E-13,    0.82378E-14,
   9592908,    0.40636E-12,    0.40497E-14,
   9517184,    0.20875E-11,    0.89853E-11,
   9593198,    0.38397E-12,    0.42583E-14,
   9517000,    0.16483E-11,    0.40944E-11,
   9593131,    0.27749E-12,    0.19329E-11,
   9503011,    0.48591E-10,    0.73805E-10,
   9517692,    0.29456E-13,    0.58878E-14,
   9593015,    0.38359E-12,    0.43878E-14,
   9518708,    0.49433E-12,    0.15726E-11,
   9517993,    0.55744E-13,    0.36296E-13,
   9592997,    0.63154E-13,    0.27176E-14,
   9504583,    0.35647E-11,    0.56013E-11,
   9504577,    0.49093E-10,    0.56741E-10,
   9592901,    0.14259E-11,    0.20128E-11,
   9518335,    0.55648E-13,    0.36795E-13,
   9503254,    0.10826E-11,    0.20607E-11,
   9592938,    0.36925E-11,    0.24671E-10,
   9517654,    0.36412E-11,    0.64791E-11,
   9503242,    0.12946E-11,    0.26317E-11,
   9517657,    0.59784E-12,    0.13388E-11,
   9591199,    0.26918E-12,    0.53854E-12,
   9517129,    0.39418E-13,    0.18665E-13,
   9517768,    0.15503E-10,    0.24170E-10,
   9504277,    0.47652E-11,    0.11551E-10,
   9518144,    0.13498E-12,    0.22086E-13,
   9503189,    0.21785E-12,    0.12179E-12,
   9518234,    0.10899E-12,    0.61918E-13,
   9518825,    0.27080E-13,    0.13866E-13,
   9517540,    0.14300E-12,    0.73905E-13,
   9592834,    0.53615E-13,    0.42988E-14,
   9518310,    0.71322E-12,    0.16277E-11,
   9500259,    0.46499E-10,    0.56009E-10,
   9518051,    0.13725E-12,    0.22638E-13,
   9518710,    0.13175E-12,    0.23887E-12,
   9518088,    0.38079E-10,    0.69354E-10,
   9503345,    0.63176E-12,    0.24036E-11,
   9518496,    0.35107E-13,    0.80842E-13,
   9500250,    0.17228E-12,    0.23198E-12,
   9517763,    0.11518E-12,    0.61017E-13,
   9518821,    0.21250E-11,    0.30587E-11,
   9517394,    0.25602E-12,    0.86944E-12,
   9592940,    0.29507E-12,    0.48933E-14,
   9518474,    0.35929E-15,    0.43028E-15,
   9503167,    0.55855E-10,    0.66104E-10,
   9593142,    0.23800E-12,    0.10694E-13,
   9504475,    0.40429E-11,    0.95010E-11,
   9500249,    0.15238E-12,    0.19396E-12,
   9500847,    0.98213E-12,    0.13370E-11,
   9500623,    0.58654E-12,    0.80444E-12,
   9517590,    0.18469E-13,    0.89684E-14,
   9593027,    0.28084E-12,    0.17737E-11,
   9517659,    0.19460E-12,    0.63259E-12,
   9517516,    0.19106E-13,    0.88368E-14,
   9517646,    0.32160E-12,    0.19654E-11,
   9503702,    0.10326E-11,    0.26552E-11,
   9593112,    0.25783E-12,    0.10716E-13,
   9518146,    0.36505E-12,    0.86238E-12,
   9518104,    0.39395E-10,    0.50554E-10,
   9518447,    0.80793E-15,    0.59100E-15,
   9518194,    0.16663E-12,    0.70869E-13,
   9503260,    0.15539E-11,    0.27362E-11,
   9517745,    0.86770E-11,    0.26784E-10,
   9504188,    0.12248E-11,    0.12544E-11,
   9592841,    0.13065E-11,    0.49024E-11,
   9504380,    0.33210E-11,    0.65312E-11,
   9517234,    0.17776E-12,    0.29617E-12,
   9502995,    0.39126E-10,    0.45801E-10,
   9517474,    0.42540E-12,    0.70787E-12,
   9504510,    0.23931E-11,    0.41867E-11,
   9517966,    0.26807E-10,    0.58381E-10,
   9517373,    0.19168E-12,    0.27158E-12,
   9518360,    0.17805E-12,    0.27551E-13,
   9517469,    0.12364E-12,    0.84924E-13,
   9517343,    0.68195E-13,    0.65058E-13,
   9517667,    0.23594E-12,    0.83333E-12,
   9517148,    0.12675E-11,    0.24234E-11,
   9518094,    0.38960E-10,    0.50899E-10,
   9502946,    0.38647E-10,    0.45804E-10,
   9518408,    0.18876E-11,    0.24810E-11,
   9517166,    0.12261E-11,    0.20251E-11,
   9517414,    0.77744E-13,    0.93275E-13,
   9504690,    0.30973E-11,    0.63941E-11,
   9517012,    0.17547E-12,    0.23230E-12,
   9518229,    0.32421E-10,    0.46445E-10,
   9593201,    0.24238E-12,    0.88439E-14,
   9500232,    0.23832E-12,    0.33434E-12,
   9503220,    0.21308E-12,    0.10127E-12,
   9501334,    0.97429E-12,    0.10911E-11,
   9517771,    0.24815E-12,    0.86067E-12,
   9592788,    0.10896E-11,    0.35466E-11,
   9593096,    0.10746E-11,    0.29707E-11,
   9518325,    0.93933E-12,    0.80168E-12,
   9517944,    0.16951E-12,    0.30804E-13,
   9504470,    0.67019E-11,    0.99159E-11,
   9517054,    0.16156E-12,    0.24036E-12,
   9592854,    0.18355E-12,    0.36785E-14,
   9500161,    0.84480E-13,    0.13817E-12,
   9516968,    0.18320E-11,    0.53882E-11,
   9592768,    0.18661E-12,    0.33434E-14,
   9592790,    0.20311E-12,    0.30082E-14,
   9517331,    0.16571E-12,    0.23885E-12,
   9518626,    0.34421E-12,    0.17651E-12,
   9504409,    0.17210E-10,    0.29880E-10,
   9517912,    0.28714E-10,    0.39151E-10,
   9518698,    0.53265E-12,    0.36507E-12,
   9593045,    0.20093E-12,    0.62363E-14,
   9517483,    0.12656E-11,    0.25162E-11,
   9517630,    0.12381E-11,    0.23932E-11,
   9518302,    0.15631E-12,    0.36156E-13,
   9504417,    0.15581E-10,    0.28226E-10,
   9503578,    0.12144E-12,    0.14934E-12,
   9000849,    0.37792E-12,    0.16817E-12,
   9517136,    0.16226E-11,    0.29074E-11,
   9503006,    0.17712E-12,    0.77106E-13,
   9000847,    0.60640E-12,    0.19802E-11,
   9504372,    0.13794E-10,    0.25863E-10,
   9518633,    0.74940E-15,    0.71443E-15,
   9518114,    0.25914E-12,    0.67453E-13,
   9517900,    0.27731E-10,    0.38368E-10,
   9518314,    0.61232E-12,    0.38748E-12,
   9517345,    0.10856E-12,    0.15827E-12,
   9593097,    0.76926E-12,    0.13493E-11,
   9517423,    0.11529E-11,    0.20636E-11,
   9517178,    0.15358E-12,    0.37193E-12,
   9517157,    0.11183E-12,    0.17122E-12,
   9592015,    0.12198E-14,    0.90448E-15,
   9503155,    0.14299E-10,    0.22619E-10,
   9517976,    0.26805E-10,    0.38265E-10,
   9504331,    0.11462E-10,    0.23296E-10,
   9592830,    0.69374E-12,    0.97885E-12,
   9517549,    0.11113E-11,    0.19396E-11,
   9592873,    0.25389E-12,    0.31909E-14,
   9517090,    0.14351E-12,    0.31256E-12,
   9503376,    0.16528E-12,    0.34164E-12,
   9517845,    0.33904E-12,    0.32322E-12,
   9517880,    0.10949E-11,    0.18703E-11,
   9516975,    0.17585E-12,    0.29683E-12,
   9503717,    0.31091E-11,    0.70613E-11,
   9503236,    0.13926E-12,    0.59770E-13,
   9593137,    0.61804E-12,    0.67074E-12,
   9502916,    0.12548E-10,    0.19700E-10,
   9518752,    0.98768E-13,    0.25369E-12,
   9503338,    0.34238E-11,    0.66258E-11,
   9592989,    0.23271E-12,    0.35555E-14,
   9593038,    0.23697E-12,    0.33717E-14,
   9591237,    0.14502E-12,    0.35922E-12,
   9517448,    0.19794E-12,    0.34023E-12,
   9503264,    0.11446E-10,    0.17910E-10,
   9517725,    0.21168E-12,    0.41308E-12,
   9517837,    0.32325E-12,    0.33706E-12,
   9518642,    0.12049E-11,    0.21366E-11,
   9503398,    0.17854E-12,    0.33492E-12,
   9503076,    0.94936E-11,    0.14975E-10,
   9503162,    0.91570E-11,    0.14350E-10,
   9593246,    0.86175E-12,    0.10748E-11,
   9517603,    0.30185E-12,    0.32914E-12,
   9517851,    0.31448E-12,    0.38101E-12,
   9517740,    0.24336E-12,    0.51810E-12,
   9517720,    0.25358E-12,    0.56045E-12,
   9518429,    0.22478E-11,    0.31390E-11,
   9590967,    0.16906E-12,    0.46515E-12,
   9590909,    0.37134E-12,    0.71708E-12,
   9590867,    0.38024E-12,    0.72326E-12,
   9590865,    0.37117E-12,    0.67449E-12,
   9504620,    0.12645E-10,    0.24808E-10,
   9502956,    0.14918E-10,    0.29235E-10,
   9593204,    0.15477E-11,    0.46667E-11,
   9503192,    0.73228E-11,    0.11695E-10,
   9503146,    0.67191E-11,    0.10532E-10,
   9503125,    0.13241E-10,    0.26963E-10,
   9592816,    0.14721E-11,    0.38284E-11,
   9593143,    0.14534E-11,    0.30723E-11,
   9502881,    0.10799E-10,    0.23194E-10,
   9500231,    0.44229E-11,    0.34157E-11,
   9517686,    0.32790E-12,    0.65419E-12,
   9518668,    0.30946E-11,    0.27305E-11,
   9517584,    0.35304E-12,    0.80558E-12,
   9503241,    0.80839E-11,    0.18401E-10,
   9518747,    0.18696E-11,    0.25881E-11,
   9518102,    0.17516E-11,    0.25100E-11,
   9503149,    0.77697E-11,    0.17726E-10,
   9518042,    0.17579E-11,    0.25189E-11,
   9518047,    0.16410E-11,    0.24465E-11,
   9517450,    0.30972E-12,    0.67661E-12,
   9518305,    0.17320E-11,    0.27980E-11,
   9503190,    0.12494E-10,    0.26541E-10,
   9517936,    0.31780E-11,    0.59873E-11,
   9500237,    0.56552E-12,    0.66612E-12,
   9503147,    0.11283E-10,    0.24817E-10,
   9517998,    0.30205E-11,    0.57957E-11,
   9502927,    0.11034E-10,    0.24396E-10,
   9518150,    0.53665E-12,    0.61205E-12,
   9503243,    0.10196E-10,    0.22805E-10,
   9518277,    0.53156E-12,    0.59501E-12,
   9592803,    0.87554E-12,    0.15770E-11,
   9593189,    0.91047E-12,    0.18100E-11,
   9592992,    0.89527E-12,    0.16349E-11,
   9593074,    0.87493E-12,    0.14952E-11,
   9517644,    0.33843E-12,    0.75907E-12,
   9592773,    0.86844E-12,    0.13291E-11,
   9517637,    0.33854E-12,    0.81428E-12,
   9517511,    0.34876E-12,    0.87451E-12,
   9593217,    0.85249E-12,    0.12809E-11,
   9592766,    0.83761E-12,    0.12252E-11,
   9517789,    0.35782E-12,    0.99749E-12,
   9000285,    0.83428E-12,    0.12240E-11,
   9518222,    0.32448E-12,    0.42875E-12,
   9592754,    0.82950E-12,    0.13057E-11,
   9518236,    0.27484E-11,    0.53165E-11,
   9593190,    0.79276E-12,    0.13008E-11,
   9518004,    0.56609E-12,    0.97697E-12,
   9518347,    0.56709E-12,    0.96908E-12,
   9517941,    0.55413E-12,    0.93992E-12,
   9518350,    0.53914E-12,    0.87766E-12,
   9503214,    0.60784E-11,    0.12271E-10,
   9518241,    0.24354E-11,    0.48882E-11,
   9592929,    0.67396E-12,    0.10255E-11,
   9592794,    0.67129E-12,    0.10586E-11,
   9593058,    0.66599E-12,    0.10537E-11,
   9517827,    0.62169E-12,    0.11940E-11,
   9517426,    0.68872E-12,    0.15681E-11,
   9517489,    0.68179E-12,    0.15494E-11,
   9517727,    0.68347E-12,    0.15637E-11,
   9517580,    0.70446E-12,    0.17664E-11,
   9517497,    0.70807E-12,    0.16617E-11,
   9517632,    0.71312E-12,    0.16332E-11,
   9517874,    0.71971E-12,    0.15613E-11,
   9502934,    0.60603E-11,    0.11554E-10,
   9517687,    0.71280E-12,    0.14683E-11,
   9517530,    0.74290E-12,    0.12963E-11,
   9503284,    0.57169E-11,    0.11011E-10,
   9502977,    0.55843E-11,    0.10803E-10,
   9503022,    0.55165E-11,    0.10747E-10,
   9503010,    0.52241E-11,    0.10523E-10,
   9517866,    0.50715E-11,    0.10450E-10,
   9517495,    0.86576E-12,    0.19671E-11,
   9517562,    0.50267E-11,    0.10538E-10,
   9517595,    0.49675E-11,    0.10793E-10,
   9517466,    0.89455E-12,    0.17297E-11,
   9517645,    0.49170E-11,    0.11143E-10,
   9517425,    0.49371E-11,    0.11325E-10,
   9517979,    0.15600E-11,    0.30978E-11,
   9518098,    0.15142E-11,    0.27890E-11,
   9518040,    0.15134E-11,    0.26738E-11,
   9517980,    0.15120E-11,    0.26631E-11,
   9518178,    0.15246E-11,    0.26099E-11,
   9518238,    0.14984E-11,    0.25851E-11,
   9518343,    0.13854E-11,    0.23760E-11,
   9518340,    0.14243E-11,    0.24454E-11,
   9518282,    0.14319E-11,    0.24872E-11,
   9500070,    0.17842E-11,    0.43996E-11,
   9518060,    0.17907E-11,    0.43673E-11,
   9518085,    0.18019E-11,    0.43018E-11,
   9517995,    0.18162E-11,    0.42624E-11,
   9518245,    0.17754E-11,    0.41541E-11,
   9517918,    0.22486E-11,    0.69427E-11,
   9517986,    0.22656E-11,    0.68302E-11,
   9517968,    0.23806E-11,    0.73003E-11,
   9518265,    0.22547E-11,    0.67121E-11,
   9518385,    0.22691E-11,    0.66165E-11,
   9518322,    0.22665E-11,    0.65693E-11,
   9518207,    0.31614E-11,    0.91534E-11,
   9517554,    0.31680E-11,    0.90722E-11,
   9517490,    0.31793E-11,    0.99147E-11,
   9517608,    0.31796E-11,    0.10213E-10,
   9517664,    0.30662E-11,    0.10000E-10,
   9517743,    0.30733E-11,    0.10107E-10,
   9517818,    0.30738E-11,    0.10264E-10,
   9517427,    0.30860E-11,    0.10426E-10,
   9517759,    0.30957E-11,    0.10596E-10,
   9517758,    0.31534E-11,    0.10906E-10,
   9517419,    0.31619E-11,    0.11021E-10,
   9517781,    0.31658E-11,    0.11100E-10,
   9517504,    0.31657E-11,    0.11344E-10,
   9500288,    0.20080E-11,    0.86491E-11,
   9517640,    0.20689E-11,    0.90238E-11,
   9517690,    0.20697E-11,    0.90442E-11,
   9517859,    0.20728E-11,    0.91199E-11,
   9517873,    0.20843E-11,    0.92045E-11,
   9517431,    0.20906E-11,    0.93102E-11,
   9517831,    0.20924E-11,    0.94984E-11,
   9517462,    0.20923E-11,    0.95698E-11,
   9517456,    0.15577E-11,    0.76536E-11,
   9517544,    0.15685E-11,    0.77680E-11,
   9517731,    0.15798E-11,    0.77640E-11,
   9517555,    0.15693E-11,    0.75533E-11,
   9517589,    0.15707E-11,    0.76037E-11,
   9517537,    0.15856E-11,    0.75039E-11,
   9517631,    0.15379E-11,    0.68296E-11,
   9517238,    0.23918E-11,    0.90608E-11,
   9517364,    0.24143E-11,    0.89461E-11,
   9517138,    0.24075E-11,    0.89705E-11,
   9517321,    0.24194E-11,    0.91751E-11,
   9517089,    0.24220E-11,    0.91975E-11,
   9503484,    0.24476E-11,    0.91738E-11,
   9503414,    0.24686E-11,    0.86355E-11,
   9503355,    0.24964E-11,    0.86605E-11,
   9503529,    0.25705E-11,    0.86671E-11,
   9503379,    0.25772E-11,    0.88131E-11,
   9503490,    0.26074E-11,    0.87257E-11,
   9503342,    0.27269E-11,    0.86529E-11,
   9503393,    0.26596E-11,    0.80212E-11,
   9503467,    0.26977E-11,    0.82349E-11,
   9503416,    0.27401E-11,    0.84637E-11,
   9503374,    0.27493E-11,    0.85244E-11,
   9503451,    0.27632E-11,    0.86620E-11,
   9503303,    0.28097E-11,    0.86887E-11,
   9501188,    0.28298E-11,    0.88068E-11,
   9508561,    0.28451E-11,    0.88792E-11,
   9508021,    0.28648E-11,    0.89849E-11,
   9507768,    0.29314E-11,    0.86347E-11,
   9507706,    0.29863E-11,    0.83846E-11,
   9000041,    0.30059E-11,    0.82485E-11,
         1,    -999.00    ,    -999.00    ,
